0.32,1.32,1.1922503725782,4.9180327868853
0.5,0.68,2.9256875365711,3.9789350497367
2.55,-6.73,1.3155858226281,-3.4721147397204
0.34,0.96,2.9084687767323,8.2121471343028
0.86,1.26,3.0583214793741,4.4807965860597
0.64,-0.34,4.5779685264664,-2.4320457796853
3.15,7.8,1.6657852987837,4.1248016922263
4.67,7.45,3.2480178049798,5.1815273334261
0.43,0.38,1.4956521739131,1.3217391304348
3.18,-0.44999999999999,2.1609132916554,-0.30578961674367
0.69,0.009999999999998,1.2568306010929,0.018214936247718
8.26,9.01,2.4676605024945,2.6917216861351
0.54000000000001,-2.03,0.48688125507168,-1.830312866288
2.08,4.4,1.9338043882484,4.090740052064
0.64,2.28,1.438202247191,5.123595505618
-0.3,0.58,-1.1269722013524,2.1788129226146
1.06,2.39,1.1002698775171,2.480797176666
0.40000000000001,1.16,0.54163845633042,1.5707515233582
11.98,0.92000000000002,3.9939989998333,0.30671778629772
0.33,0.3,0.69811719906918,0.6346519991538
0.65,-0.62,1.2979233226837,-1.2380191693291
0.66,0.64,2.227472156598,2.1599730003375
0.5,3.69,2.3084025854109,17.036011080332
0.27,-0.49,0.9601706970128,-1.7425320056899
0.67,-0.059999999999999,2.4266570083303,-0.21731256791018
0.34,0.41,1.8172100481026,2.1913415285943
0.52,1.16,2.4574669187146,5.4820415879017
4.92,1.07,3.8341645885287,0.83385286783042
1.64,6.11,1.2484774665042,4.6513398294762
0.40000000000001,-0.13,0.33701238520516,-0.10952902519167
0.32,0.49,1.4532243415077,2.2252497729337
1.26,1.93,3.7015276145711,5.6698002350176
0.58,0,2.637562528422,0
0.90000000000001,4.38,0.7563660811833,3.680981595092
10.63,9.44,8.5203590894517,7.5665277332478
0.1,0.02,0.4582951420715,0.091659028414304
1.74,13.56,1.6618911174785,12.951289398281
9.96,15.42,9.1814159292035,14.214601769911
0.21,0.61,0.83036773428233,2.4120205614867
0.7,4.39,1.3267626990144,8.3206974981046
3.55,-2.9,2.6437295204051,-2.1596663687817
1.38,-6.53,0.97183098591549,-4.5985915492958
2.95,7.61,3.3919742439922,8.7501437277222
1.33,2.99,1.6886744540376,3.796343321483
1.26,0.86,3.3280507131537,2.2715266772319
1.6,4,2.1108179419525,5.2770448548813
0.13,3.01,0.84525357607281,19.570871261378
0.39,-0.96,3.551912568306,-8.7431693989071
0.25,-0.22,2.4950099800399,-2.1956087824351
-1.1,-6.32,-1.1151662611517,-6.4071370640714
-1.52,-1.8,-2.4484536082474,-2.8994845360825
2.17,-0.30000000000001,1.4580393737821,-0.20157226365652
13.29,-7.21,3.1152574951361,-1.6900682121844
0.04,0.09,1.0230179028133,2.3017902813299
3.82,2.08,6.5232240437158,3.551912568306
5.54,8.54,2.1041437198526,3.243571726993
0.12,-0.11,3.7735849056604,-3.4591194968554
26.63,44.52,11.139462896344,18.622939847737
22.28,41.39,9.5376712328767,17.718321917808
7.74,9.65,15.176470588235,18.921568627451
5.36,9.78,2.5443843159594,4.642551979493
4.5,1.56,2.2719240672489,0.78760034331298
2.51,-10.58,1.144707438318,-4.8251014730697
1.8,-4.67,0.65151295786883,-1.6903141740263
7.81,8.08,4.2778112504793,4.4256997316098
4.09,20.18,1.6481966552488,8.1321781180737
10.1,33.66,2.9411764705882,9.8019801980198
5.72,12.11,3.5614220783264,7.5400037357574
8.49,21.3,5.0218857210458,12.59907725068
1.15,-0.81,0.62212604814715,-0.43819312956451
1.05,1.56,5.3164556962025,7.8987341772152
1.9,6.44,7.0869078701977,24.02088772846
0.34,1.48,1.4744145706852,6.4180398959237
7.71,-24.66,5.0300104384134,-16.088204592902
15.73,-6.67,5.4633231453181,-2.3166157265907
15.59,9.53,4.4039548022599,2.6920903954802
11.14,17.73,6.9777638584403,11.105543376135
5.92,2.44,6.2493402301277,2.5757415813364
2.9,9.24,1.39470013947,4.443803203001
10.9,-8.26,4.2913385826772,-3.251968503937
3.14,2.32,1.2765265468737,0.94316611106595
16.28,27.19,3.3488984428034,5.5931540945838
-0.58000000000004,13.03,-0.098273437367635,2.207763601552
4.15,11.18,1.9744041105666,5.3189970978638
6.5600000000001,62.05,1.1434946311533,10.816134430344
32,80.5,6.2329567588625,15.679781846513
2.07,5.55,0.83179297597042,2.230169573254
0.68000000000001,35.47,0.25749772796122,13.431535898213
3.42,6.2,1.48244473342,2.6874729085392
3.95,-9.04,1.5991902834008,-3.6599190283401
0.45,3.7,0.64331665475339,5.289492494639
2.99,4.68,2.3728275533688,3.7139909530989
1.41,-0.31999999999999,1.4536082474227,-0.32989690721649
0.76,0.77,1.7044180309486,1.7268445839874
0.02000000000001,-0.45999999999999,0.020439448134901,-0.47010730710271
19.59,33.18,4.1785759993174,7.0773431167612
3.14,3.6,4.2996029029166,4.929481035191
2.59,3.8,1.7854680821729,2.6196056804081
-0.48,3.21,-0.61302681992338,4.0996168582376
6.71,3.12,2.6173109178141,1.2169910675976
